file_name	piece	piece_colour	field_colour
fields/20180322_092844_24.png	EMPTY	BLACK	BLACK
fields/20180322_092844_25.png	EMPTY	BLACK	BLACK
fields/20180322_092844_26.png	EMPTY	BLACK	BLACK
fields/20180322_092844_27.png	EMPTY	BLACK	BLACK
fields/20180322_092844_28.png	EMPTY	BLACK	BLACK
fields/20180322_092844_29.png	EMPTY	BLACK	BLACK
fields/20180322_092844_30.png	EMPTY	BLACK	BLACK
fields/20180322_092844_31.png	EMPTY	BLACK	BLACK
fields/20180322_092844_32.png	EMPTY	BLACK	BLACK
fields/20180322_092844_33.png	PAWN	WHITE	WHITE
fields/20180322_092844_34.png	PAWN	WHITE	WHITE
fields/20180322_092844_35.png	PAWN	WHITE	WHITE
fields/20180322_092844_36.png	PAWN	WHITE	WHITE
fields/20180322_092844_37.png	PAWN	WHITE	BLACK
fields/20180322_092844_38.png	PAWN	WHITE	BLACK
fields/20180322_092844_39.png	PAWN	WHITE	BLACK
fields/20180322_092844_40.png	PAWN	WHITE	BLACK
fields/20180322_092844_41.png	PAWN	BLACK	BLACK
fields/20180322_092844_42.png	PAWN	BLACK	BLACK
fields/20180322_092844_43.png	PAWN	BLACK	BLACK
fields/20180322_092844_44.png	PAWN	BLACK	BLACK
fields/20180322_092844_45.png	PAWN	BLACK	WHITE
fields/20180322_092844_46.png	PAWN	BLACK	WHITE
fields/20180322_092844_47.png	PAWN	BLACK	WHITE
fields/20180322_092844_48.png	PAWN	BLACK	WHITE
fields/20180322_092844_49.png	ROOK	WHITE	WHITE
fields/20180322_092844_50.png	ROOK	WHITE	BLACK
fields/20180322_092844_51.png	ROOK	BLACK	BLACK
fields/20180322_092844_52.png	ROOK	BLACK	WHITE
fields/20180322_092844_53.png	KNIGHT	WHITE	WHITE
fields/20180322_092844_54.png	KNIGHT	WHITE	BLACK
fields/20180322_092844_55.png	KNIGHT	BLACK	BLACK
fields/20180322_092844_56.png	KNIGHT	BLACK	WHITE
fields/20180322_092844_57.png	BISHOP	WHITE	WHITE
fields/20180322_092844_58.png	BISHOP	WHITE	BLACK
fields/20180322_092844_59.png	BISHOP	BLACK	BLACK
fields/20180322_092844_60.png	BISHOP	BLACK	WHITE
fields/20180322_092844_61.png	QUEEN	WHITE	WHITE
fields/20180322_092844_62.png	QUEEN	BLACK	BLACK
fields/20180322_092844_63.png	KING	WHITE	BLACK
fields/20180322_092844_64.png	KING	BLACK	WHITE
fields/20180322_183847_1.png	EMPTY	WHITE	WHITE
fields/20180322_183847_2.png	EMPTY	WHITE	WHITE
fields/20180322_183847_3.png	EMPTY	WHITE	WHITE
fields/20180322_183847_4.png	EMPTY	WHITE	WHITE
fields/20180322_183847_5.png	EMPTY	WHITE	WHITE
fields/20180322_183847_6.png	EMPTY	WHITE	WHITE
fields/20180322_183847_7.png	EMPTY	WHITE	WHITE
fields/20180322_183847_8.png	EMPTY	WHITE	WHITE
fields/20180322_183847_9.png	EMPTY	WHITE	WHITE
fields/20180322_183847_10.png	EMPTY	WHITE	WHITE
fields/20180322_183847_11.png	EMPTY	WHITE	WHITE
fields/20180322_183847_12.png	EMPTY	WHITE	WHITE
fields/20180322_183847_13.png	EMPTY	WHITE	WHITE
fields/20180322_183847_14.png	EMPTY	WHITE	WHITE
fields/20180322_183847_15.png	EMPTY	WHITE	WHITE
fields/20180322_183847_16.png	EMPTY	WHITE	WHITE
fields/20180322_183847_17.png	EMPTY	WHITE	WHITE
fields/20180322_183847_18.png	EMPTY	WHITE	WHITE
fields/20180322_183847_19.png	EMPTY	WHITE	WHITE
fields/20180322_183847_20.png	EMPTY	WHITE	WHITE
fields/20180322_183847_21.png	EMPTY	WHITE	WHITE
fields/20180322_183847_22.png	EMPTY	WHITE	WHITE
fields/20180322_183847_23.png	EMPTY	WHITE	WHITE
fields/20180322_183847_24.png	EMPTY	WHITE	WHITE
fields/20180322_183847_25.png	EMPTY	BLACK	BLACK
fields/20180322_183847_26.png	EMPTY	BLACK	BLACK
fields/20180322_183847_27.png	EMPTY	BLACK	BLACK
fields/20180322_183847_28.png	EMPTY	BLACK	BLACK
fields/20180322_183847_29.png	EMPTY	BLACK	BLACK
fields/20180322_183847_30.png	EMPTY	BLACK	BLACK
fields/20180322_183847_31.png	EMPTY	BLACK	BLACK
fields/20180322_183847_32.png	EMPTY	BLACK	BLACK
fields/20180322_183847_33.png	EMPTY	BLACK	BLACK
fields/20180322_183847_34.png	EMPTY	BLACK	BLACK
fields/20180322_183847_35.png	EMPTY	BLACK	BLACK
fields/20180322_183847_36.png	EMPTY	BLACK	BLACK
fields/20180322_183847_37.png	EMPTY	BLACK	BLACK
fields/20180322_183847_38.png	EMPTY	BLACK	BLACK
fields/20180322_183847_39.png	EMPTY	BLACK	BLACK
fields/20180322_183847_40.png	EMPTY	BLACK	BLACK
fields/20180322_183847_41.png	EMPTY	BLACK	BLACK
fields/20180322_183847_42.png	EMPTY	BLACK	BLACK
fields/20180322_183847_43.png	EMPTY	BLACK	BLACK
fields/20180322_183847_44.png	EMPTY	BLACK	BLACK
fields/20180322_183847_45.png	EMPTY	BLACK	BLACK
fields/20180322_183847_46.png	PAWN	WHITE	BLACK
fields/20180322_183847_47.png	PAWN	WHITE	BLACK
fields/20180322_183847_48.png	PAWN	WHITE	BLACK
fields/20180322_183847_49.png	PAWN	WHITE	WHITE
fields/20180322_183847_50.png	PAWN	WHITE	WHITE
fields/20180322_183847_51.png	PAWN	WHITE	WHITE
fields/20180322_183847_52.png	ROOK	WHITE	WHITE
fields/20180322_183847_53.png	ROOK	WHITE	BLACK
fields/20180322_183847_54.png	KNIGHT	WHITE	WHITE
fields/20180322_183847_55.png	BISHOP	WHITE	BLACK
fields/20180322_183847_56.png	KING	WHITE	WHITE
fields/20180322_183847_57.png	PAWN	BLACK	WHITE
fields/20180322_183847_58.png	PAWN	BLACK	BLACK
fields/20180322_183847_59.png	PAWN	BLACK	BLACK
fields/20180322_183847_60.png	PAWN	BLACK	BLACK
fields/20180322_183847_61.png	PAWN	BLACK	WHITE
fields/20180322_183847_62.png	KING	BLACK	BLACK
fields/20180322_183847_63.png	QUEEN	BLACK	BLACK
fields/20180322_183847_64.png	KNIGHT	BLACK	BLACK
fields/20180322_184339_1.png	EMPTY	WHITE	WHITE
fields/20180322_184339_2.png	EMPTY	WHITE	WHITE
fields/20180322_184339_3.png	EMPTY	WHITE	WHITE
fields/20180322_184339_4.png	EMPTY	WHITE	WHITE
fields/20180322_184339_5.png	EMPTY	WHITE	WHITE
fields/20180322_184339_6.png	EMPTY	WHITE	WHITE
fields/20180322_184339_7.png	EMPTY	WHITE	WHITE
fields/20180322_184339_8.png	EMPTY	WHITE	WHITE
fields/20180322_184339_9.png	EMPTY	WHITE	WHITE
fields/20180322_184339_10.png	EMPTY	WHITE	WHITE
fields/20180322_184339_11.png	EMPTY	WHITE	WHITE
fields/20180322_184339_12.png	EMPTY	WHITE	WHITE
fields/20180322_184339_13.png	EMPTY	WHITE	WHITE
fields/20180322_184339_14.png	EMPTY	WHITE	WHITE
fields/20180322_184339_15.png	EMPTY	WHITE	WHITE
fields/20180322_184339_16.png	EMPTY	WHITE	WHITE
fields/20180322_184339_17.png	EMPTY	WHITE	WHITE
fields/20180322_184339_18.png	EMPTY	WHITE	WHITE
fields/20180322_184339_19.png	EMPTY	WHITE	WHITE
fields/20180322_184339_20.png	EMPTY	WHITE	WHITE
fields/20180322_184339_21.png	EMPTY	WHITE	WHITE
fields/20180322_184339_22.png	EMPTY	WHITE	WHITE
fields/20180322_184339_23.png	EMPTY	WHITE	WHITE
fields/20180322_184339_24.png	EMPTY	WHITE	WHITE
fields/20180322_184339_25.png	EMPTY	WHITE	WHITE
fields/20180322_184339_26.png	EMPTY	WHITE	WHITE
fields/20180322_184339_27.png	EMPTY	WHITE	WHITE
fields/20180322_184339_28.png	EMPTY	WHITE	WHITE
fields/20180322_184339_29.png	EMPTY	BLACK	BLACK
fields/20180322_184339_30.png	EMPTY	BLACK	BLACK
fields/20180322_184339_31.png	EMPTY	BLACK	BLACK
fields/20180322_184339_32.png	EMPTY	BLACK	BLACK
fields/20180322_184339_33.png	EMPTY	BLACK	BLACK
fields/20180322_184339_34.png	EMPTY	BLACK	BLACK
fields/20180322_184339_35.png	EMPTY	BLACK	BLACK
fields/20180322_184339_36.png	EMPTY	BLACK	BLACK
fields/20180322_184339_37.png	EMPTY	BLACK	BLACK
fields/20180322_184339_38.png	EMPTY	BLACK	BLACK
fields/20180322_184339_39.png	EMPTY	BLACK	BLACK
fields/20180322_184339_40.png	EMPTY	BLACK	BLACK
fields/20180322_184339_41.png	EMPTY	BLACK	BLACK
fields/20180322_184339_42.png	EMPTY	BLACK	BLACK
fields/20180322_184339_43.png	EMPTY	BLACK	BLACK
fields/20180322_184339_44.png	EMPTY	BLACK	BLACK
fields/20180322_184339_45.png	EMPTY	BLACK	BLACK
fields/20180322_184339_46.png	EMPTY	BLACK	BLACK
fields/20180322_184339_47.png	EMPTY	BLACK	BLACK
fields/20180322_184339_48.png	EMPTY	BLACK	BLACK
fields/20180322_184339_49.png	EMPTY	BLACK	BLACK
fields/20180322_184339_50.png	EMPTY	BLACK	BLACK
fields/20180322_184339_51.png	PAWN	WHITE	WHITE
fields/20180322_184339_52.png	PAWN	WHITE	BLACK
fields/20180322_184339_53.png	PAWN	WHITE	BLACK
fields/20180322_184339_54.png	PAWN	BLACK	BLACK
fields/20180322_184339_55.png	PAWN	BLACK	BLACK
fields/20180322_184339_56.png	PAWN	BLACK	BLACK
fields/20180322_184339_57.png	ROOK	WHITE	WHITE
fields/20180322_184339_58.png	ROOK	WHITE	BLACK
fields/20180322_184339_59.png	KNIGHT	WHITE	WHITE
fields/20180322_184339_60.png	KNIGHT	BLACK	BLACK
fields/20180322_184339_61.png	BISHOP	BLACK	WHITE
fields/20180322_184339_62.png	QUEEN	BLACK	BLACK
fields/20180322_184339_63.png	KING	WHITE	BLACK
fields/20180322_184339_64.png	KING	BLACK	BLACK
